Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-05-08 23:12:40,48744939600.0,103134148300.0,141446353500.0
JP,Japan 225 Index,Communications,2026-05-08 23:12:40,594332450150.0,1426365416720.0,1927316395760.0
JP,Japan 225 Index,Consumer Durables,2026-05-08 23:12:40,593365183280.0,1141038567330.0,1466195486600.0
JP,Japan 225 Index,Consumer Non-Durables,2026-05-08 23:12:40,173488835800.0,345652255600.0,435895987350.0
JP,Japan 225 Index,Consumer Services,2026-05-08 23:12:40,24490834500.0,63990127850.0,88620045600.0
JP,Japan 225 Index,Distribution Services,2026-05-08 23:12:40,205546205700.0,593203936150.0,1133107092950.0
JP,Japan 225 Index,Electronic Technology,2026-05-08 23:12:40,1343703592450.0,2928605149500.0,4099392667600.0
JP,Japan 225 Index,Energy Minerals,2026-05-08 23:12:40,48503444700.0,120100071700.0,154337511500.0
JP,Japan 225 Index,Finance,2026-05-08 23:12:40,537499230000.0,1242923595250.0,1614284193800.0
JP,Japan 225 Index,Health Technology,2026-05-08 23:12:40,258852350650.0,604409473150.0,793963917200.0
JP,Japan 225 Index,Industrial Services,2026-05-08 23:12:40,51672634750.0,108804363900.0,145389200200.0
JP,Japan 225 Index,Non-Energy Minerals,2026-05-08 23:12:40,245768711710.0,474511719620.0,658410287340.0
JP,Japan 225 Index,Process Industries,2026-05-08 23:12:40,296630902040.0,777958331800.0,1076065913410.0
JP,Japan 225 Index,Producer Manufacturing,2026-05-08 23:12:40,1959780179090.0,4043383607440.0,5409211556700.0
JP,Japan 225 Index,Retail Trade,2026-05-08 23:12:40,217563629130.0,468720084400.0,603719192800.0
JP,Japan 225 Index,Technology Services,2026-05-08 23:12:40,240869820320.0,514837326380.0,706491671100.0
JP,Japan 225 Index,Transportation,2026-05-08 23:12:40,143123119850.0,317791669300.0,467662284600.0
JP,Japan 225 Index,Utilities,2026-05-08 23:12:40,84075247680.0,186985782150.0,276631315120.0
JP,All Japanese companies,Commercial Services,2026-05-08 23:12:40,102523755750.0,215513288350.0,308089138900.0
JP,All Japanese companies,Communications,2026-05-08 23:12:40,602581301400.0,1439777315370.0,1944712571460.0
JP,All Japanese companies,Consumer Durables,2026-05-08 23:12:40,665715642680.0,1283263057830.0,1653936922350.0
JP,All Japanese companies,Consumer Non-Durables,2026-05-08 23:12:40,281466081400.0,580908374350.0,781784802400.0
JP,All Japanese companies,Consumer Services,2026-05-08 23:12:40,190446067850.0,350485798100.0,452075818750.0
JP,All Japanese companies,Distribution Services,2026-05-08 23:12:40,278099306350.0,753136269500.0,1346930087950.0
JP,All Japanese companies,Electronic Technology,2026-05-08 23:12:40,3504273686750.0,5458965172800.0,7696673952500.0
JP,All Japanese companies,Energy Minerals,2026-05-08 23:12:40,56401967800.0,139290951800.0,178069787800.0
JP,All Japanese companies,Finance,2026-05-08 23:12:40,818839937960.0,1907492658350.0,2510396327540.0
JP,All Japanese companies,Government,2026-05-08 23:12:40,2479000.0,2479000.0,9916000.0
JP,All Japanese companies,Health Services,2026-05-08 23:12:40,2477074900.0,4927120800.0,6483785800.0
JP,All Japanese companies,Health Technology,2026-05-08 23:12:40,358051797000.0,807704529100.0,1058851287150.0
JP,All Japanese companies,Industrial Services,2026-05-08 23:12:40,144910548000.0,299416131200.0,410697898650.0
JP,All Japanese companies,Miscellaneous,2026-05-08 23:12:40,761947800.0,1461379500.0,2137232100.0
JP,All Japanese companies,Non-Energy Minerals,2026-05-08 23:12:40,406629400710.0,862021226120.0,1145994738240.0
JP,All Japanese companies,Process Industries,2026-05-08 23:12:40,515946383280.0,1279940814350.0,1795492759290.0
JP,All Japanese companies,Producer Manufacturing,2026-05-08 23:12:40,2582677832790.0,5355049563630.0,7199174678950.0
JP,All Japanese companies,Retail Trade,2026-05-08 23:12:40,320485309150.0,727135340350.0,939208358490.0
JP,All Japanese companies,Technology Services,2026-05-08 23:12:40,432539548776.0,901447139578.0,1223231025348.0
JP,All Japanese companies,Transportation,2026-05-08 23:12:40,185295318200.0,404686840750.0,603183216350.0
JP,All Japanese companies,Utilities,2026-05-08 23:12:40,124891688420.0,279262566250.0,415770200230.0
KR,All South Korean Companies,Commercial Services,2026-05-08 23:12:41,489529309277.0,1852251091587.0,1852251091587.0
KR,All South Korean Companies,Communications,2026-05-08 23:12:41,144056927663.0,580077044012.0,580077044012.0
KR,All South Korean Companies,Consumer Durables,2026-05-08 23:12:41,4923128628842.0,14149101022840.0,14169364234664.0
KR,All South Korean Companies,Consumer Non-Durables,2026-05-08 23:12:41,853503052700.0,3200129168002.0,3219378357310.0
KR,All South Korean Companies,Consumer Services,2026-05-08 23:12:41,161027134708.0,824782025501.0,858299404859.0
KR,All South Korean Companies,Distribution Services,2026-05-08 23:12:41,280534226907.0,1242159666881.0,1256735738665.0
KR,All South Korean Companies,Electronic Technology,2026-05-08 23:12:41,21415890402524.0,115065066748462.0,116803016611749.0
KR,All South Korean Companies,Energy Minerals,2026-05-08 23:12:41,148393104129.0,872181957402.0,872181957402.0
KR,All South Korean Companies,Finance,2026-05-08 23:12:41,3168540139968.0,21761092391425.0,21830042905817.0
KR,All South Korean Companies,Health Services,2026-05-08 23:12:41,55327803790.0,268655250643.0,268655250643.0
KR,All South Korean Companies,Health Technology,2026-05-08 23:12:41,2209515062562.0,7971226764179.0,7974322358497.0
KR,All South Korean Companies,Industrial Services,2026-05-08 23:12:41,1035002342130.0,5378366850973.0,5378366850973.0
KR,All South Korean Companies,Miscellaneous,2026-05-08 23:12:41,30093486746.0,107034406490.0,140943988015.0
KR,All South Korean Companies,Non-Energy Minerals,2026-05-08 23:12:41,757864082522.0,4422410654099.0,4529298049470.0
KR,All South Korean Companies,Process Industries,2026-05-08 23:12:41,1529154497499.0,8074270036648.0,8370035204760.0
KR,All South Korean Companies,Producer Manufacturing,2026-05-08 23:12:41,15814379880881.0,62733218607444.0,62759287067942.0
KR,All South Korean Companies,Retail Trade,2026-05-08 23:12:41,450809362414.0,1657771569303.0,1664318111213.0
KR,All South Korean Companies,Technology Services,2026-05-08 23:12:41,2325981849550.0,7506911865784.0,7858130568864.0
KR,All South Korean Companies,Transportation,2026-05-08 23:12:41,580385023517.0,1659902698822.0,1659902698822.0
KR,All South Korean Companies,Utilities,2026-05-08 23:12:41,162681971340.0,917014545520.0,917014545520.0
KR,KOSPI Composite Index,Commercial Services,2026-05-08 23:12:41,116976906676.0,716734816639.0,716734816639.0
KR,KOSPI Composite Index,Communications,2026-05-08 23:12:41,128846007621.0,514451924394.0,514451924394.0
KR,KOSPI Composite Index,Consumer Durables,2026-05-08 23:12:41,4611796267771.0,13011436665733.0,13026297819047.0
KR,KOSPI Composite Index,Consumer Non-Durables,2026-05-08 23:12:41,770846501353.0,2869268443605.0,2871472349925.0
KR,KOSPI Composite Index,Consumer Services,2026-05-08 23:12:41,89439156234.0,482819866640.0,482819866640.0
