Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-07-29 23:16:10,72590922400.0,187260964500.0,980308144400.0
JP,Japan 225 Index,Communications,2026-07-29 23:16:10,464354108670.0,1164543275560.0,6537894725550.0
JP,Japan 225 Index,Consumer Durables,2026-07-29 23:16:10,753348138730.0,1625372108310.0,8350475843580.0
JP,Japan 225 Index,Consumer Non-Durables,2026-07-29 23:16:10,185001211800.0,441472086700.0,2791947942550.0
JP,Japan 225 Index,Consumer Services,2026-07-29 23:16:10,47317254000.0,119039894100.0,542913462650.0
JP,Japan 225 Index,Distribution Services,2026-07-29 23:16:10,147934354800.0,391230956800.0,2426437188900.0
JP,Japan 225 Index,Electronic Technology,2026-07-29 23:16:10,5065260791500.0,10879541951500.0,59482840891050.0
JP,Japan 225 Index,Energy Minerals,2026-07-29 23:16:10,29455485750.0,94197614800.0,602107361150.0
JP,Japan 225 Index,Finance,2026-07-29 23:16:10,803369934750.0,2173435863450.0,12518831072750.0
JP,Japan 225 Index,Health Technology,2026-07-29 23:16:10,201124453250.0,570961318650.0,3212904894600.0
JP,Japan 225 Index,Industrial Services,2026-07-29 23:16:10,42732041600.0,98362138900.0,607039927300.0
JP,Japan 225 Index,Non-Energy Minerals,2026-07-29 23:16:10,165496214150.0,409462996260.0,2131046612610.0
JP,Japan 225 Index,Process Industries,2026-07-29 23:16:10,269278002300.0,727201024470.0,3836180602830.0
JP,Japan 225 Index,Producer Manufacturing,2026-07-29 23:16:10,1607439027850.0,3684796674410.0,22190307765830.0
JP,Japan 225 Index,Retail Trade,2026-07-29 23:16:10,270534588300.0,686268096360.0,4012197565890.0
JP,Japan 225 Index,Technology Services,2026-07-29 23:16:10,320641018940.0,770449049660.0,3742235647010.0
JP,Japan 225 Index,Transportation,2026-07-29 23:16:10,148257652600.0,401526155040.0,2287092889540.0
JP,Japan 225 Index,Utilities,2026-07-29 23:16:10,58634406000.0,171139606360.0,990049657380.0
JP,All Japanese companies,Commercial Services,2026-07-29 23:16:10,131177470350.0,327818296000.0,1773206897540.0
JP,All Japanese companies,Communications,2026-07-29 23:16:10,470260327070.0,1179517661360.0,6627046209250.0
JP,All Japanese companies,Consumer Durables,2026-07-29 23:16:10,835778954380.0,1808183451460.0,9340692301130.0
JP,All Japanese companies,Consumer Non-Durables,2026-07-29 23:16:10,308107799850.0,726323156200.0,4537421491000.0
JP,All Japanese companies,Consumer Services,2026-07-29 23:16:10,194484666200.0,467544675850.0,2587019298350.0
JP,All Japanese companies,Distribution Services,2026-07-29 23:16:10,224274963450.0,586980691900.0,3497753083450.0
JP,All Japanese companies,Electronic Technology,2026-07-29 23:16:10,5306800782200.0,11468816298450.0,62987656199900.0
JP,All Japanese companies,Energy Minerals,2026-07-29 23:16:10,33946449950.0,109220577300.0,707745776550.0
JP,All Japanese companies,Finance,2026-07-29 23:16:10,1158493929930.0,3022342001020.0,17387458025090.0
JP,All Japanese companies,Government,2026-07-29 23:16:10,2215000.0,2215000.0,42085000.0
JP,All Japanese companies,Health Services,2026-07-29 23:16:10,2434759700.0,5510032700.0,32833057000.0
JP,All Japanese companies,Health Technology,2026-07-29 23:16:10,286730238270.0,789733824240.0,4459263119370.0
JP,All Japanese companies,Industrial Services,2026-07-29 23:16:10,136956175100.0,324009072100.0,1637888633600.0
JP,All Japanese companies,Miscellaneous,2026-07-29 23:16:10,904719700.0,2246882900.0,14964587400.0
JP,All Japanese companies,Non-Energy Minerals,2026-07-29 23:16:10,284454671050.0,684073829360.0,3970636998610.0
JP,All Japanese companies,Process Industries,2026-07-29 23:16:10,447951045400.0,1146667914920.0,6080502378980.0
JP,All Japanese companies,Producer Manufacturing,2026-07-29 23:16:10,2142716330100.0,4929755809910.0,29252287511080.0
JP,All Japanese companies,Retail Trade,2026-07-29 23:16:10,416222472020.0,1042079236150.0,6100834556490.0
JP,All Japanese companies,Technology Services,2026-07-29 23:16:10,590506582116.0,1401913268366.0,7254692483975.0
JP,All Japanese companies,Transportation,2026-07-29 23:16:10,207015693900.0,542572134990.0,3046211149690.0
JP,All Japanese companies,Unknown,2026-07-29 23:16:10,25834350600.0,25834350600.0,25834350600.0
JP,All Japanese companies,Utilities,2026-07-29 23:16:10,96958710380.0,271419795290.0,1576916824750.0
KR,All South Korean Companies,Commercial Services,2026-07-29 23:16:11,328699658705.0,691188921249.0,2922077040550.0
KR,All South Korean Companies,Communications,2026-07-29 23:16:11,219019178251.0,787618243216.0,3181156816366.0
KR,All South Korean Companies,Consumer Durables,2026-07-29 23:16:11,1534882112458.0,3262441882167.0,24091382801840.0
KR,All South Korean Companies,Consumer Non-Durables,2026-07-29 23:16:11,983681543800.0,1895136409542.0,10693950193110.0
KR,All South Korean Companies,Consumer Services,2026-07-29 23:16:11,127127433850.0,291353698107.0,2122236297009.0
KR,All South Korean Companies,Distribution Services,2026-07-29 23:16:11,125144098990.0,227173532644.0,1698039284424.0
KR,All South Korean Companies,Electronic Technology,2026-07-29 23:16:11,35570028905812.0,71699026628899.0,368488946810757.75
KR,All South Korean Companies,Energy Minerals,2026-07-29 23:16:11,146912355037.0,435122512281.0,3243587783585.0
KR,All South Korean Companies,Finance,2026-07-29 23:16:11,2994587027292.0,7188332004823.0,46150354260049.0
KR,All South Korean Companies,Health Services,2026-07-29 23:16:11,19867427275.0,43975067245.0,346432932080.0
KR,All South Korean Companies,Health Technology,2026-07-29 23:16:11,1968347253377.0,4386501219387.0,24326997957679.523
KR,All South Korean Companies,Industrial Services,2026-07-29 23:16:11,467415794768.0,1008098525844.0,8147685455039.0
KR,All South Korean Companies,Miscellaneous,2026-07-29 23:16:11,9361193407.0,20829161399.0,189468104068.0
KR,All South Korean Companies,Non-Energy Minerals,2026-07-29 23:16:11,310702080910.0,744869308926.0,5484264816694.971
KR,All South Korean Companies,Process Industries,2026-07-29 23:16:11,680446068487.0,1559086336905.0,10724289894379.0
KR,All South Korean Companies,Producer Manufacturing,2026-07-29 23:16:11,5837850336235.0,12504924158238.223,81196953919288.77
KR,All South Korean Companies,Retail Trade,2026-07-29 23:16:11,227138060172.0,508115184713.0,3811889175251.0
KR,All South Korean Companies,Technology Services,2026-07-29 23:16:11,1401708059616.0,3698901208997.0,18819340951383.0
KR,All South Korean Companies,Transportation,2026-07-29 23:16:11,279896537255.0,626682013927.0,4595595163547.0
KR,All South Korean Companies,Utilities,2026-07-29 23:16:11,461594814592.0,1408327957784.0,9455608581310.0
KR,KOSPI Composite Index,Commercial Services,2026-07-29 23:16:11,213493174540.0,413366423553.0,1756096884683.0
KR,KOSPI Composite Index,Communications,2026-07-29 23:16:11,211550875655.0,767605380020.0,3035466080940.0
KR,KOSPI Composite Index,Consumer Durables,2026-07-29 23:16:11,1438913316168.0,2927466314485.0,22114986186718.0
KR,KOSPI Composite Index,Consumer Non-Durables,2026-07-29 23:16:11,914888132919.0,1748848938707.0,9534848150210.0
KR,KOSPI Composite Index,Consumer Services,2026-07-29 23:16:11,65235773075.0,145369554839.0,1264421109216.0
KR,KOSPI Composite Index,Distribution Services,2026-07-29 23:16:11,59700995825.0,122963768615.0,1069628204945.0
KR,KOSPI Composite Index,Electronic Technology,2026-07-29 23:16:11,34024995180285.0,68304278035881.0,345852641974439.44
KR,KOSPI Composite Index,Energy Minerals,2026-07-29 23:16:11,140025023955.0,419799565805.0,3135940221335.0
KR,KOSPI Composite Index,Finance,2026-07-29 23:16:11,2944272563932.0,7089467565050.0,45449554182099.0
KR,KOSPI Composite Index,Health Technology,2026-07-29 23:16:11,719046361479.0,1622526184277.0,7735876868056.0
KR,KOSPI Composite Index,Industrial Services,2026-07-29 23:16:11,447427103348.0,967583362608.0,7528711729045.0
KR,KOSPI Composite Index,Miscellaneous,2026-07-29 23:16:11,26946404280.0,56649676860.0,295262448780.0
KR,KOSPI Composite Index,Non-Energy Minerals,2026-07-29 23:16:11,274593172972.0,660108302637.0,4161322631884.0
KR,KOSPI Composite Index,Process Industries,2026-07-29 23:16:11,462388524597.0,1077334228640.0,6837257483133.0
KR,KOSPI Composite Index,Producer Manufacturing,2026-07-29 23:16:11,3651233801816.0,7701244577126.0,51706183121960.96
KR,KOSPI Composite Index,Retail Trade,2026-07-29 23:16:11,188506542121.0,423223684790.0,3292945033817.0
KR,KOSPI Composite Index,Technology Services,2026-07-29 23:16:11,911952933134.0,2472708150028.0,10931137525825.0
KR,KOSPI Composite Index,Transportation,2026-07-29 23:16:11,275611349250.0,604369715980.0,4539018919527.0
KR,KOSPI Composite Index,Utilities,2026-07-29 23:16:11,385244100010.0,1278727613130.0,8036014196875.0
TW,All Taiwan Companies,Commercial Services,2026-07-29 23:16:11,10373684738.8,27723592911.44303,226856071382.6381
TW,All Taiwan Companies,Communications,2026-07-29 23:16:11,9114290117.25,19460121331.65,139528091243.25
TW,All Taiwan Companies,Consumer Durables,2026-07-29 23:16:11,9355068900.84,20374744654.309696,172125315185.00723
TW,All Taiwan Companies,Consumer Non-Durables,2026-07-29 23:16:11,2513125338.95,5347815808.13,43729834670.08185
TW,All Taiwan Companies,Consumer Services,2026-07-29 23:16:11,953768046.98,2027138860.56,14959603712.814058
TW,All Taiwan Companies,Distribution Services,2026-07-29 23:16:11,11086537582.95,23388531100.25,206079559563.31506
TW,All Taiwan Companies,Electronic Technology,2026-07-29 23:16:11,862985391930.86,2053883490364.979,13571316069536.729
TW,All Taiwan Companies,Energy Minerals,2026-07-29 23:16:11,3611397259.2999997,8879841391.55,85358937352.25
TW,All Taiwan Companies,Finance,2026-07-29 23:16:11,37987395665.05,88254762104.05008,611847816436.2139
TW,All Taiwan Companies,Health Services,2026-07-29 23:16:11,77683445.25,173735697.45,1497858496.35
TW,All Taiwan Companies,Health Technology,2026-07-29 23:16:11,10417194320.14,23264650807.422386,184131800972.59137
TW,All Taiwan Companies,Industrial Services,2026-07-29 23:16:11,13109202203.39,33139148326.45,180740670649.30255
TW,All Taiwan Companies,Miscellaneous,2026-07-29 23:16:11,1980650.4,3768128.1999999997,21720736.8
TW,All Taiwan Companies,Non-Energy Minerals,2026-07-29 23:16:11,8328509203.47,22180132671.04,162532446909.9695
TW,All Taiwan Companies,Process Industries,2026-07-29 23:16:11,38686690349.85,86958358715.24,796547074268.2078
TW,All Taiwan Companies,Producer Manufacturing,2026-07-29 23:16:11,88600609477.82,220772645333.56,1804729476948.8691
TW,All Taiwan Companies,Retail Trade,2026-07-29 23:16:11,4760054968.99,10369441487.52,69017861903.90137
TW,All Taiwan Companies,Technology Services,2026-07-29 23:16:11,19956058264.35,44953009035.81,266554621076.0195
TW,All Taiwan Companies,Transportation,2026-07-29 23:16:11,10977206233.15,28082999947.8,222472409139.1
